stock_code,description,units_sold,revenue,orders
85094,CANDY SPOT EGG WARMER RABBIT,640.0,242.13,90
85095,THREE CANVAS LUGGAGE TAGS,150.0,243.49,48
85096,HILDA CANDY SPOT RABBIT,25.0,109.23,16
85099B,JUMBO BAG RED RETROSPOT,48371.0,94159.81,2089
85099C,JUMBO  BAG BAROQUE BLACK WHITE,13900.0,28047.74,933
85099f,JUMBO BAG STRAWBERRY,46.0,232.06,10
85099F,JUMBO BAG STRAWBERRY,17237.0,32495.59,812
85103,SILVER T-LIGHT SETTING,143.0,924.29,28
85104,SILVER GLASS T-LIGHT SET,201.0,525.75,17
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,649.0,1142.31,20
85107,CUT GLASS T-LIGHT HOLDER OCTAGON,249.0,541.39,27
85109,PINK BOUDOIR T-LIGHT HOLDER,12.0,10.2,1
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,1409.0,437.59,57
85114a,BLACK ENCHANTED FOREST PLACEMAT,49.0,161.7,15
85114A,BLACK ENCHANTED FOREST PLACEMAT,649.0,1105.21,56
85114b,IVORY ENCHANTED FOREST PLACEMAT,36.0,118.86,14
85114B,IVORY ENCHANTED FOREST PLACEMAT,477.0,902.49,77
85114c,RED ENCHANTED FOREST PLACEMAT,162.0,534.66,35
85114C,RED ENCHANTED FOREST PLACEMAT,516.0,920.22,75
85115B,S/4 BLACK DISCO PARTITION PANEL,3.0,24.87,1
85116,BLACK CANDELABRA T-LIGHT HOLDER,941.0,1106.88,89
85118,HEART T-LIGHT HOLDER,146.0,144.52,10
85119,WATERING CAN SINGLE HOOK PISTACHIO,1.0,3.36,1
85123a,WHITE HANGING HEART T-LIGHT HOLDER,292.0,1952.48,67
85123A,CREAM HANGING HEART T-LIGHT HOLDER,61.0,178.51,9
85123A,WHITE HANGING HEART T-LIGHT HOLDER,37580.0,104284.24,2189
85124B,BLUE JUICY FRUIT PHOTO FRAME,93.0,264.06,39
85124C,GREEN JUICY FRUIT PHOTO FRAME,94.0,261.89,39
85125,SMALL ROUND CUT GLASS CANDLESTICK,161.0,760.39,33
85126,LARGE ROUND CUTGLASS CANDLESTICK,2.0,27.14,1
85127,SMALL SQUARE CUT GLASS CANDLESTICK,187.0,1106.54,51
85129B,BEADED CRYSTAL HEART GREEN SMALL,119.0,168.59,31
85129C,BEADED CRYSTAL HEART BLUE SMALL,80.0,107.31,15
85129D,BEADED CRYSTAL HEART PINK SMALL,207.0,342.74,65
85130A,BEADED PEARL HEART WHITE LARGE,77.0,127.05,10
85130B,BEADED CRYSTAL HEART GREEN LARGE,834.0,760.43,62
85130C,BEADED CRYSTAL HEART BLUE  LARGE,482.0,437.22,46
85130D,BEADED CRYSTAL HEART PINK LARGE,565.0,569.29,62
85131A,BEADED PEARL HEART WHITE ON STICK,996.0,901.48,119
85131B,BEADED CRYSTAL HEART GREEN ON STICK,623.0,521.11,172
85131C,BEADED CRYSTAL HEART BLUE ON STICK,193.0,178.85,50
85131D,BEADED CRYSTAL HEART PINK ON STICK,850.0,725.26,206
85132a,CHARLIE + LOLA BISCUITS TINS,8.0,92.2,8
85132A,CHARLIE + LOLA BISCUITS TINS,545.0,1561.77,110
85132b,CHARLIE AND LOLA TABLE TINS,9.0,74.61,9
85132B,CHARLIE AND LOLA TABLE TINS,529.0,1156.17,75
85132c,CHARLIE AND LOLA FIGURES TINS,3.0,24.87,3
85132C,CHARLIE AND LOLA FIGURES TINS,1520.0,3562.32,211
85135A,YELLOW DRAGONFLY HELICOPTER,19.0,151.05,8
85135B,BLUE DRAGONFLY HELICOPTER,65.0,524.55,45
85135C,RED DRAGONFLY HELICOPTER,106.0,856.38,67
85136A,YELLOW SHARK HELICOPTER,71.0,572.41,53
85136B,BLUE SHARK HELICOPTER,2.0,15.9,2
85136C,RED SHARK HELICOPTER,52.0,421.18,36
85141,JARDIN ETCHED GLASS FRUITBOWL,120.0,619.94,39
85144,JARDIN ETCHED GLASS BUTTER DISH,1.0,7.25,1
85144,JARDIN ETCHED GLASS CHEESE DISH,219.0,575.45,40
85145,JARDIN ETCHED GLASS LARGE BELL JAR,37.0,163.75,13
85146,JARDIN ETCHED GLASS SMALL BELL JAR,45.0,171.11,9
85150,LADIES & GENTLEMEN METAL SIGN,4037.0,9383.43,478
85152,HAND OVER THE CHOCOLATE   SIGN ,8246.0,15928.73,677
85159A,"BLACK TEA,COFFEE,SUGAR JARS",453.0,783.35,47
85159B,"WHITE TEA,COFFEE,SUGAR JARS",622.0,1134.5,59
85160a,WHITE BIRD GARDEN DESIGN MUG,1.0,16.13,1
85160A,WHITE BIRD GARDEN DESIGN MUG,6.0,7.5,1
85160B,BLACK BIRD GARDEN DESIGN MUG,106.0,62.24,16
85161,ACRYLIC GEOMETRIC LAMP,35.0,568.65,20
85163A,WHITE BAROQUE WALL CLOCK ,66.0,559.0,32
85163B,BLACK BAROQUE WALL CLOCK ,84.0,783.68,36
85167B,BLACK GRAND BAROQUE PHOTO FRAME,50.0,109.94,8
85168B,BLACK BAROQUE CARRIAGE CLOCK,51.0,432.79,35
85169A,IVORY LOVE BIRD CANDLE,812.0,813.02,88
85169B,BLACK LOVE BIRD CANDLE,329.0,356.06,62
85169C,EAU DE NIL LOVE BIRD CANDLE,429.0,452.86,46
85169D,PINK LOVE BIRD CANDLE,351.0,356.08,50
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,1.0,2.1,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,215.0,316.75,39
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,335.0,608.53,72
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,451.0,796.99,100
85172,HYACINTH BULB T-LIGHT CANDLES,1314.0,569.68,43
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,479.0,795.02,86
85174,S/4 CACTI CANDLES,613.0,2927.08,157
85175,CACTI T-LIGHT CANDLES,5321.0,2278.9,143
85176,SEWING SUSAN 21 NEEDLE SET,918.0,880.47,172
85177,BASKET OF FLOWERS SEWING KIT,812.0,644.21,63
85178,VICTORIAN SEWING KIT,2518.0,2822.58,140
85179a,GREEN BITTY LIGHT CHAIN,1.0,2.46,1
85179A,GREEN BITTY LIGHT CHAIN,193.0,380.79,59
85179C,PINK BITTY LIGHT CHAIN,106.0,201.31,36
85180A,RED HEARTS LIGHT CHAIN ,503.0,1042.66,63
85180B,PINK HEARTS LIGHT CHAIN ,271.0,587.2,48
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,667.0,852.04,86
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,996.0,1323.37,118
85184c,SET 4 VALENTINE DECOUPAGE HEART BOX,2.0,11.58,2
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,1483.0,2440.09,131
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,169.0,545.75,62
85185B,PINK HORSE SOCK PUPPET,255.0,776.49,57
85185B,PINK HORSE SOCK PUPPET KIT,42.0,123.9,14
85185D,FROG SOCK PUPPET,15.0,44.25,8
85186A,EASTER BUNNY GARLAND OF FLOWERS,567.0,273.64,79
85186C,BUNNY EGG GARLAND,528.0,269.17,78
85187,S/12 MINI RABBIT EASTER,337.0,556.53,69
85188A,GREEN METAL SWINGING BUNNY,319.0,278.17,42
85188B,PINK METAL SWINGING BUNNY,78.0,68.7,10
85189,HANGING BUTTERFLY  EGG,9.0,7.65,3
85194L,HANGING SPRING FLOWER EGG LARGE,947.0,822.89,73
85194S,HANGING SPRING FLOWER EGG SMALL,1197.0,489.17,72
85195,HANGING HEART BASKET,11.0,23.1,3
85197,SET OF 12 MINI BUNNIES IN A BUCKET,34.0,71.4,19
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,90.0,74.58,9
85199L,LARGE HANGING IVORY & RED WOOD BIRD,977.0,663.43,95
85199S,SMALL HANGING IVORY/RED WOOD BIRD,2660.0,1302.31,261
85200,BUNNY EGG BOX,183.0,228.75,26
85202,HANGING WOOD AND FELT HEART,672.0,313.13,106
85203,HANGING WOOD AND FELT BUTTERFLY ,895.0,408.99,127
85204,HANGING WOOD AND FELT FLOWER,2050.0,325.36,104
85205B,PINK FELT EASTER RABBIT GARLAND,122.0,323.15,29
85206A,CREAM FELT EASTER EGG BASKET,974.0,1568.93,114
85206B,PINK FELT EASTER EGG BASKET,14.0,23.1,4
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,223.0,416.91,48
85211,S/4 GROOVY CAT MAGNETS,149.0,175.16,24
85212,MINI PAINTED GARDEN DECORATION ,2451.0,740.15,79
85213,MINI  ZINC GARDEN DECORATIONS ,829.0,330.55,33
85214,TUB 24 PINK FLOWER PEGS,164.0,271.04,58
85215,ASSORTED CHEESE FRIDGE MAGNETS,223.0,180.71,18
85216,ASSORTED CAKES FRIDGE MAGNETS,55.0,35.75,8
85224,ASSORTED COLOUR SILK GLASSES CASE,3.0,6.3,1
85225,BLING KEY RING STAND,6.0,6.25,3
85227,SET OF 6 3D KIT CARDS FOR KIDS,1477.0,1359.4,223
85230A,OPIUM SCENTED VOTIVE CANDLE,840.0,203.28,18
85230B,CINNAMON SCENTED VOTIVE CANDLE,1288.0,333.2,39
85230E,STRAWBRY SCENTED VOTIVE CANDLE,1101.0,267.45,24
85230F,JASMINE VOTIVE CANDLE,338.0,90.34,12
85230G,ORANGE VOTIVE CANDLE,1032.0,257.04,25
85231b,CINAMMON SET OF 9 T-LIGHTS,3.0,4.92,3
85231B,CINAMMON SET OF 9 T-LIGHTS,868.0,777.58,151
85231g,ORANGE SCENTED SET/9 T-LIGHTS,6.0,9.78,6
85231G,ORANGE SCENTED SET/9 T-LIGHTS,594.0,501.27,81
85232A,SET/3 POLKADOT STACKING TINS,78.0,389.55,29
85232B,SET OF 3 BABUSHKA STACKING TINS,274.0,1356.3,13
85232D,SET/3 DECOUPAGE STACKING TINS,193.0,992.52,69
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,13.0,77.91,8
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,11.0,67.83,7
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,21.0,129.85,14
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,5.0,20.95,4
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,5.0,21.15,3
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,5.0,21.13,5
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,7.0,29.73,5
90002D,FLOWER BURST SILVER RING CRYSTAL,13.0,48.71,9
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,15.0,56.31,10
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,32.0,119.84,24
90003D,CRYSTAL PAIR HEART HAIR SLIDES,30.0,112.26,16
90003E,GREEN PAIR HEART HAIR SLIDES,23.0,86.11,14
90005A,JADE GREEN ENAMEL HAIR COMB,14.0,28.02,10
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,18.0,167.3,15
90010B,BLACK/WHITE GLASS/SILVER BRACELET,11.0,100.09,7
90010E,AMBER GLASS/SILVER BRACELET,25.0,227.89,16
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,6.0,17.51,6
90011B,BLACK CRYSTAL DROP EARRINGS,12.0,35.27,7
90011C,GREEN CRYSTAL DROP EARRINGS,2.0,5.8,2
90011D,PURPLE CRYSTAL DROP EARRINGS,3.0,8.76,3
90011E,AMBER CRYSTAL DROP EARRINGS,3.0,8.76,3
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,11.0,53.76,5
90012B,BLACK DROP CRYSTAL NECKLACE,13.0,45.35,3
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,52.0,195.32,32
90013B,BLACK VINTAGE EARRINGS,36.0,149.41,31
90013C,GREEN VINTAGE EARRINGS ,39.0,158.08,28
90013D,PURPLE VINTAGE EARRINGS,6.0,25.17,3
90014A,SILVER M.O.P. ORBIT NECKLACE,11.0,54.8,6
90014A,SILVER/MOP ORBIT NECKLACE,16.0,162.79,15
90014B,GOLD M PEARL  ORBIT NECKLACE,15.0,152.84,13
90014B,GOLD M.O.P. ORBIT NECKLACE,2.0,5.9,2
90014C,SILVER AND BLACK ORBIT NECKLACE,2.0,13.35,2
90014C,SILVER/BLACK ORBIT NECKLACE,3.0,29.85,2
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,17.0,105.71,7
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,22.0,184.66,19
90016C,SILVER/BLACK PENDANT ORBIT NECKLACE,3.0,24.96,3
90018A,SILVER M.O.P ORBIT DROP EARRINGS,46.0,193.33,37
90018B,GOLD M.O.P ORBIT DROP EARRINGS,22.0,92.28,17
90018C,SILVER BLACK ORBIT DROP EARRINGS,12.0,50.4,9
90019A,SILVER M.O.P ORBIT BRACELET,38.0,197.09,27
90019B,GOLD M.O.P ORBIT BRACELET,18.0,96.52,18
90019C,SILVER BLACK ORBIT BRACELET,13.0,68.73,11
90020,FILIGREE DIAMANTE CHAIN,1.0,12.48,1
90021,LASER CUT MULTI STRAND NECKLACE,1.0,11.95,1
90022,EDWARDIAN DROP EARRINGS JET BLACK,24.0,90.2,20
90023,FILIGREE DIAMANTE EARRINGS,13.0,55.02,9
90024B,NEW BAROQUE B'FLY NECKLACE RED,8.0,67.28,6
90024C,NEW BAROQUE B'FLY NECKLACE GREEN,4.0,33.81,3
90024D,NEW BAROQUE B'FLY NECKLACE PINK,2.0,16.82,2
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,2.0,16.81,2
90024F,NEW BAROQUE B'FLY NECKLACE CRYSTAL,5.0,42.13,4
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,2.0,7.5,2
90025B,BAROQUE BUTTERFLY EARRINGS RED,1.0,3.73,1
90025D,BAROQUE BUTTERFLY EARRINGS PINK,3.0,11.19,3
90025E,BAROQUE BUTTERFLY EARRINGS MONTANA,1.0,3.73,1
90025F,BAROQUE BUTTERFLY EARRINGS CRYSTAL,4.0,14.96,4
90026A,GLASS BEAD HOOP NECKLACE BLACK,2.0,17.0,1
90026B,GLASS BEAD HOOP NECKLACE MONTANA,3.0,25.32,3
90026C,GLASS BEAD HOOP NECKLACE GREEN,4.0,33.82,3
90026D,GLASS BEAD HOOP NECKLACE AMETHYST,3.0,25.5,3
90027A,GLASS BEAD HOOP EARRINGS BLACK,6.0,17.66,3
90027B,GLASS BEAD HOOP EARRINGS MONTANA,3.0,8.76,3
90027C,GLASS BEAD HOOP EARRINGS GREEN,5.0,14.5,5
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,9.0,28.4,6
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,16.0,134.16,14
90029,NEW BAROQUE SMALL NECKLACE BLACK,5.0,42.14,4
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72.0,7
90030B,RED KUKUI COCONUT SEED NECKLACE,122.0,190.73,25
90030C,BROWN KUKUI COCONUT SEED NECKLACE,77.0,91.7,11
90031,BILI NUT AND WOOD NECKLACE,50.0,59.89,7
90032,IVORY SHELL HEART NECKLACE,21.0,103.13,8
90033,IVORY SHELL HEART EARRINGS,10.0,25.07,9
90034,WHITE SILVER NECKLACE SHELL GLASS,2.0,20.17,2
90035A,"PEARL & SHELL 42""NECKL. GREEN",5.0,53.62,3
90035C,"PEARL & SHELL 42""NECKL. IVORY",2.0,21.5,1
90036A,FLOWER GARLAND NECKLACE RED,6.0,47.7,4
90036B,"FLOWER GLASS GARLAND NECKL.36""GREEN",4.0,31.8,2
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",9.0,71.4,5
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",12.0,95.35,5
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",14.0,110.95,11
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",8.0,64.08,5
90037A,TINY CRYSTAL BRACELET RED,1.0,2.48,1
90037B,TINY CRYSTAL BRACELET GREEN,10.0,25.28,5
90037C,TINY CRYSTAL BRACELET BLUE,5.0,12.52,5
90038A,GLASS AND PAINTED BEADS BRACELET TO,15.0,56.15,10
90038B,GLASS AND PAINTED BEADS BRACELET OL,13.0,48.77,8
90038C,GLASS AND BEADS BRACELET IVORY,9.0,33.69,4
90039A,FIRE POLISHED GLASS BRACELET RED,8.0,29.96,3
90039B,FIRE POLISHED GLASS BRACELET MONTAN,11.0,41.31,6
90039C,FIRE POLISHED GLASS BRACELET BLACK,6.0,22.48,6
90039D,FIRE POLISHED GLASS BRACELET GREEN,21.0,78.69,9
90040A,MURANO STYLE GLASS BRACELET RED,14.0,54.29,5
90040B,MURANO STYLE GLASS BRACELET BLACK,18.0,66.7,11
90040C,MURANO STYLE GLASS BRACELET GOLD,15.0,54.42,10
90041,PEARL AND CHERRY QUARTZ BRACLET,5.0,18.27,4
90042A,FRESHWATER PEARL BRACELET GOLD,3.0,7.65,2
90042C,FRESHWATER PEARL BRACELET IVORY,5.0,12.7,5
90043,COPPER AND BRASS BAG CHARM,4.0,24.81,2
90046,WHITE WITH METAL BAG CHARM,3.0,14.85,1
90048,GREEN WITH METAL BAG CHARM,3.0,14.85,1
90049,IVORY GOLD METAL BAG CHARM,5.0,34.77,3
90050,CRACKED GLAZE NECKLACE IVORY,8.0,55.72,4
90051,CRACKED GLAZE NECKLACE RED,10.0,70.16,7
90052,CRACKED GLAZE NECKLACE BROWN,2.0,14.14,2
90053,CRACKED GLAZE EARRINGS IVORY,4.0,9.99,4
90054,CRACKED GLAZE EARRINGS RED,9.0,22.58,9
90055,CRACKED GLAZE EARRINGS BROWN,5.0,12.53,5
90056,CHUNKY CRACKED GLAZE NECKLACE IVORY,4.0,43.51,4
90057,DIAMANTE RING ASSORTED IN BOX.,1008.0,1311.36,22
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,324.0,123.12,7
90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,612.0,232.56,15
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,45.0,74.53,27
90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,16.0,26.52,10
90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,15.0,24.79,10
90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,25.0,41.45,19
90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,25.0,41.37,15
90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,21.0,34.69,14
90060B,FIRE POLISHED GLASS NECKL GOLD,1.0,5.95,1
90060D,FIRE POLISHED GLASS NECKL BRONZE,3.0,17.85,3
90060F,FIRE POLISHED GLASS NECKL GREEN,6.0,35.16,6
90062,CARNIVAL BRACELET,44.0,558.03,26
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,12.0,102.0,8
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,9.0,76.32,6
90064A,WHITE VINTAGE CRYSTAL EARRINGS,10.0,38.7,6
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,12.0,45.0,7
90065A,WHITE VINTAGE CRYSTAL BRACELET,7.0,47.25,4
90065B,BLACK VINT ART DEC CRYSTAL BRACELET,2.0,13.5,2
90067A,PINK VINTAGE VICTORIAN EARRINGS,14.0,41.15,7
90067B,BROWN VINTAGE VICTORIAN EARRINGS,2.0,5.8,2
90068,"RUBY GLASS NECKLACE 42""",1.0,7.5,1
90069,RUBY GLASS CLUSTER NECKLACE,2.0,15.0,1
90070,RUBY GLASS CLUSTER BRACELET,20.0,122.64,14
90071,RUBY GLASS CLUSTER EARRINGS,44.0,54.62,33
90072,RUBY DROP CHANDELIER EARRINGS,21.0,83.42,14
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,27.0,134.7,18
90074,BLACK DIAMOND CLUSTER NECKLACE,4.0,37.24,3
90075,MONTANA DIAMOND CLUSTER NECKLACE,4.0,37.66,3
90076,MONTANA DIAMOND CLUSTER EARRINGS,9.0,24.12,4
90077,BLACK DIAMOND CLUSTER EARRINGS,3.0,8.82,3
90078,PINK/WHITE GLASS DEMI CHOKER,2.0,15.0,1
90079,VINTAGE ENAMEL & CRYSTAL NECKLACE,10.0,49.76,4
90081A,LILY BROOCH AMETHYST COLOUR,15.0,74.25,8
90081B,LILY BROOCH WHITE/SILVER COLOUR,1.0,4.95,1
90081C,LILY BROOCH OLIVE COLOUR,20.0,99.6,15
90082A,DIAMANTE BOW BROOCH GREEN COLOUR,30.0,193.2,18
90082B,DIAMANTE BOW BROOCH RED COLOUR,25.0,158.75,10
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,9.0,58.03,5
90083,CRYSTAL CZECH CROSS PHONE CHARM,25.0,23.47,9
90084,PINK CRYSTAL GUITAR PHONE CHARM,1.0,0.85,1
90085,CRYSTAL STILETTO PHONE CHARM,34.0,36.76,10
90086,CRYSTAL FROG PHONE CHARM,102.0,77.79,28
90087,CRYSTAL SEA HORSE PHONE CHARM,107.0,61.46,25
90089,PINK CRYSTAL SKULL PHONE CHARM,20.0,13.94,9
90092,BLUE CRYSTAL BOOT PHONE CHARM,1.0,1.66,1
90093,CLEAR CRYSTAL STAR PHONE CHARM,52.0,28.57,10
90094,NECKLACE+BRACELET SET FRUIT SALAD ,14.0,35.7,13
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,45.0,112.21,26
90098,NECKLACE+BRACELET PINK BUTTERFLY,29.0,73.95,10
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,27.0,76.38,16
90100,NECKLACE+BRACELET SET PINK DAISY,1.0,2.55,1
90101,WHITE FRANGIPANI NECKLACE,39.0,98.07,17
90102,WHITE FRANGIPANI HAIR CLIP,10.0,8.5,1
90103,PURPLE FRANGIPANI NECKLACE,29.0,72.66,16
90104,PURPLE FRANGIPANI HAIRCLIP,28.0,23.16,12
90108,BLUE BLOSSOM HAIR CLIP,70.0,81.96,12
90112,PINK DOLLY HAIR CLIPS,2.0,2.1,1
90114,SUMMER DAISIES BAG CHARM,167.0,417.96,88
90115,SUMMER BUTTERFLIES BAG CHARM,54.0,134.53,31
90116,FRUIT SALAD BAG CHARM,64.0,145.52,45
90118,PINK DAISY BAG CHARM,30.0,74.64,19
90119,METALIC LEAVES BAG CHARMS,83.0,205.06,36
90120A,PINK MURANO TWIST BRACELET,7.0,29.73,3
90120B,BLUE MURANO TWIST BRACELET,39.0,164.12,15
90120C,GREEN MURANO TWIST BRACELET,51.0,215.2,22
90120D,WHITE MURANO TWIST BRACELET,10.0,41.79,5
90122A,PINK CRYSTAL+GLASS BRACELET,21.0,104.53,14
90122B,JADE CRYSTAL+GLASS BRACELET,6.0,29.93,6
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,24.0,119.23,11
90123A,PINK HEART OF GLASS BRACELET,15.0,89.12,9
90123B,TURQUOISE HEART OF GLASS BRACELET,9.0,53.42,5
90123C,GREEN HEART OF GLASS BRACELET,14.0,83.29,6
90123D,WHITE HEART OF GLASS BRACELET,6.0,35.31,5
90124A,PINK MURANO TWIST NECKLACE,8.0,79.66,6
90124B,BLUE MURANO TWIST NECKLACE,12.0,119.89,11
90124C,GREEN MURANO TWIST NECKLACE,11.0,109.54,8
90125A,PINK BERTIE GLASS BEAD BAG CHARM,115.0,106.24,10
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,30.0,48.06,12
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,77.0,69.85,7
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,95.0,110.03,19
90125E,AMBER BERTIE GLASS BEAD BAG CHARM,11.0,21.05,10
90126A,PINK BERTIE MOBILE PHONE CHARM,1.0,3.36,1
90126C,AMBER BERTIE MOBILE PHONE CHARM,2.0,6.58,1
90127A,PINK BEADS+HAND PHONE CHARM,2.0,4.92,1
90128A,PINK LEAVES AND BEADS PHONE CHARM,3.0,7.43,2
90128B,BLUE LEAVES AND BEADS PHONE CHARM,2.0,3.76,2
90128C,GREEN LEAVES AND BEADS PHONE CHARM,2.0,4.97,2
90128D,PURPLE LEAVES AND BEADS PHONE CHAR,2.0,4.97,2
90129A,PINK GLASS TASSLE BAG CHARM ,45.0,82.98,20
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,57.0,121.38,20
90129C,GREEN GLASS TASSLE BAG CHARM,35.0,79.76,16
90129D,AMBER GLASS TASSLE BAG CHARM,14.0,33.44,7
90129E,PURPLE GLASS TASSLE BAG CHARM,42.0,77.04,14
90129F,RED GLASS TASSLE BAG CHARM,40.0,88.03,16
90130A,WHITE STONE/CRYSTAL EARRINGS,6.0,17.5,6
90130B,TURQ STONE/CRYSTAL EARRINGS,39.0,113.97,31
90130C,GREEN STONE/CRYSTAL EARRINGS,14.0,40.95,13
90130D,RED STONE/CRYSTAL EARRINGS,3.0,8.7,3
90131,PINK/AMETHYST/GOLD NECKLACE,5.0,34.87,2
90132,LIGHT TOPAZ TEAL/AQUA COL NECKLACE,3.0,15.16,3
90133,TEAL/FUSCHIA COL BEAD NECKLACE,19.0,94.43,13
90134,OLD ROSE COMBO BEAD NECKLACE,54.0,157.5,45
90135,ORANGE/WHT/FUSCHIA STONES NECKLACE,8.0,39.66,2
90135A,ORANGE/FUSCHIA STONES NECKLACE,1.0,4.98,1
90136,PALE PINK/AMETHYST STONE NECKLACE,3.0,29.85,2
90137,PINK COMBO MINI CRYSTALS NECKLACE,3.0,16.31,3
90138,WHITE/PINK MINI CRYSTALS NECKLACE,10.0,52.42,7
90140,PINK SWEETIE NECKLACE,2.0,15.12,2
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,12.0,63.11,10
90141B,IVORY PENDANT TRIPLE SHELL NECKLACE,9.0,44.86,5
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,10.0,52.31,8
90141D,ROSE PENDANT TRIPLE SHELL NECKLACE,4.0,20.36,2
90141E,ORANGE PENDANT TRIPLE SHELL NECKLAC,5.0,24.75,2
90142A,GREEN PENDANT SHELL NECKLACE,1.0,5.09,1
90142D,MOP PENDANT SHELL NECKLACE,10.0,49.64,4
90143,SILVER BRACELET W PASTEL FLOWER,32.0,244.68,19
90144,SILVER DROP EARRINGS WITH FLOWER,18.0,67.36,14
90145,SILVER HOOP EARRINGS WITH FLOWER,28.0,168.0,18
90146,FINE SILVER NECKLACE W PASTEL FLOWE,17.0,95.35,7
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,32.0,324.01,23
90148,LONG SILVER NECKLACE PASTEL FLOWER,8.0,101.73,6
90149,SILVER FLOWR PINK SHELL NECKLACE,53.0,342.76,4
90151,SILVER/NATURAL SHELL NECKLACE,8.0,68.0,4
90152A,SILVER/NAT SHELL NECKLACE W PENDANT,5.0,28.76,5
90152B,BLUE/GREEN SHELL NECKLACE W PENDANT,2.0,11.46,2
90152C,BLUE/NAT SHELL NECKLACE W PENDANT,1.0,5.95,1
90154,LAZER CUT NECKLACE W PASTEL BEADS,57.0,421.75,5
90155,RESIN NECKLACE W PASTEL BEADS,9.0,67.62,7
90156,RESIN BRACELET W PASTEL BEADS,4.0,19.8,3
90157,RIVIERA NECKLACE,10.0,49.59,5
90158,ST TROPEZ NECKLACE,45.0,224.12,35
90159,COTE D'AZURE NECKLACE,6.0,29.79,5
90160A,PURPLE BOUDICCA LARGE BRACELET,38.0,264.94,15
90160B,RED BOUDICCA LARGE BRACELET,30.0,209.73,12
90160C,TURQ+RED BOUDICCA LARGE BRACELET,54.0,377.04,26
90160D,PINK BOUDICCA LARGE BRACELET,38.0,264.7,12
90161A,ANT COPPER RED BOUDICCA BRACELET,24.0,119.91,21
90161B,ANT COPPER TURQ BOUDICCA BRACELET,76.0,377.88,37
90161C,ANT COPPER LIME BOUDICCA BRACELET,83.0,412.74,50
